loan_id,application_id,user_id,disbursement_date,disbursement_amount,loan_status,due_date,loan_amount,loan_term,offer_age,max_offer,last_payment_date,FPD0,FPD3,FPD7,FPD15,FPD30,total_to_repay,days_late_last_payment,previous_loan_maturity,previous_loan_amount_national_currency,declared_revenue_national_currency,users_with_same_android_id,previous_loans,client_type,professional_status,professional_category,professional_subcategory,gender,age_year,education,marital_status,state,salary_date,requested_amount,apollo_cb_score,acquisition_channel,score_internal,TS_credit_insight
2413868,9824363,8059219,08/09/2020 00:00,900,paid,23/09/2020 00:00,1000,15,0,1000,23/09/2020,0,0,0,0,0,1010,-2,15,750,45000,1,1,returning,Work in the private sector,Professionals,Teaching,Male,1982,Post-?graduate,Married,Uttarakhand,15,10000,"""730-739""",Organic,,
2410663,9769306,8056923,07/09/2020 00:00,900,paid,07/10/2020 00:00,1000,30,3,1000,17/09/2020,0,0,0,0,0,1020,-19,30,750,19641,1,2,returning,Work in the private sector,Professionals,Teaching,Male,1987,Secondary,Married,Uttarakhand,1,,"""740-749""",Organic,,479
2482462,10051899,8099273,24/09/2020 00:00,900,paid,26/10/2020 00:00,1000,30,1,1000,25/10/2020,0,0,0,0,,1020,-1,15,1000,22000,1,3,returning,Work in the private sector,Professionals,"Information, Technology",Male,1990,Primary,Married,Telangana,1,1000,"""730-739""",Organic,,
2509209,10117974,8214844,29/09/2020 00:00,675,paid,14/10/2020 00:00,750,15,1,750,07/10/2020,0,0,0,0,,760,,,,14200,1,0,new,Work in the private sector,Other,--,Male,1989,Graduate,Married,Rajasthan,5,5000,"""660-669""",Organic,0.346829,
2638789,10530152,9059096,23/10/2020 00:00,675,paid,09/11/2020 00:00,750,15,1,750,03/11/2020,0,,,,,760,,,,25000,1,0,new,Work in the private sector,Agency/Contract workers,Corporate services,Male,1983,Graduate,Married,Jammu and Kashmir,5,100000,"""690-699""",Organic,0.332912,592
2478104,10039321,8131359,23/09/2020 00:00,675,paid,08/10/2020 00:00,750,15,0,750,07/10/2020,0,0,0,0,0,760,,,,40750,1,0,new,Work in the private sector,Other,--,Male,1982,Graduate,Single,Maharashtra,7,50000,"""650-659""",Facebook,0.24049,622
2665930,9759413,8449765,29/10/2020 00:00,675,paid,13/11/2020 00:00,750,15,1,750,07/11/2020,,,,,,760,,,,15400,1,0,new,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Male,1996,Graduate,Single,Rajasthan,7,5000,"""710-719""",Organic,0.383819,
2275523,9360830,8057703,07/08/2020 00:00,675,paid,24/08/2020 00:00,750,15,1,750,24/08/2020,0,0,0,0,0,760,,,,18500,1,0,new,Self-employed,Agency/Contract workers,"Marketing, Sales",Male,1990,Secondary,Married,Rajasthan,0,,,Organic,,
2380582,9712303,8101879,01/09/2020 00:00,900,paid,16/09/2020 00:00,1000,15,1,1000,16/09/2020,0,0,0,0,0,1010,-9,15,750,110000,1,1,returning,Work in the private sector,"Sales, Shop, Restaurant",Other,Male,1986,Post-?graduate,Married,Maharashtra,31,,,Facebook,,703
2350124,9605816,8054452,26/08/2020 00:00,900,paid,10/09/2020 00:00,1000,15,1,1000,10/09/2020,0,0,0,0,0,1010,-4,15,750,15000,1,1,returning,Self-employed,Agency/Contract workers,Corporate services,Male,1978,Secondary,Married,West Bengal,0,,"""720-729""",Organic,,
2482496,10054305,8409588,24/09/2020 00:00,675,paid,09/10/2020 00:00,750,15,0,750,03/10/2020,0,0,0,0,0,760,,,,45000,1,0,new,Self-employed,Agency/Contract workers,Other,Male,1979,Graduate,Married,Assam,0,10000,"""740-749""",Facebook,0.150437,
2317721,9493423,8180408,18/08/2020 00:00,675,paid,02/09/2020 00:00,750,15,1,750,31/08/2020,0,0,0,0,0,760,,,,19800,1,0,new,Work in the private sector,Other,--,Male,1984,Graduate,Divorced,Maharashtra,5,,,Facebook,,
2396995,9752754,8225948,04/09/2020 00:00,675,paid,21/09/2020 00:00,750,15,1,750,19/09/2020,0,0,0,0,0,760,,,,18090,1,0,new,Work in the private sector,Agency/Contract workers,"Information, Technology",Male,2000,Graduate,Single,Uttar Pradesh,30,,"""670-679""",Organic,,
2446071,9769454,8225060,16/09/2020 00:00,675,paid,01/10/2020 00:00,750,15,1,750,01/10/2020,0,0,0,0,0,760,,,,21600,2,0,new,Work in the private sector,Other,--,Male,1992,Post-?graduate,Single,Haryana,3,10000,,Organic,0.238723,
2465480,9993130,8459672,21/09/2020 00:00,900,paid,06/10/2020 00:00,1000,15,2,1000,06/10/2020,0,0,0,0,0,1010,-15,15,750,24650,1,1,returning,Work in the private sector,Professionals,"Information, Technology",Male,1997,Graduate,Single,Punjab,1,2500,"""650-659""",Organic,,
2275525,9361759,8054965,07/08/2020 00:00,675,paid,24/08/2020 00:00,750,15,1,750,14/08/2020,0,0,0,0,0,760,,,,19800,1,0,new,Work in the private sector,Other,--,Male,1987,Secondary,Single,Andhra Pradesh,5,,,Organic,,
2410627,9782877,8063402,07/09/2020 00:00,900,paid,22/09/2020 00:00,1000,15,2,1000,11/09/2020,0,0,0,0,0,1010,-30,30,1000,25000,2,2,returning,Self-employed,Other,--,Male,1988,Post-?graduate,Single,Tamil Nadu,0,,"""660-669""",Organic,,
2356030,9600202,8059584,27/08/2020 00:00,900,paid,11/09/2020 00:00,1000,15,2,1000,07/09/2020,0,0,0,0,0,1010,-6,15,1000,16000,1,2,returning,Work in the private sector,Professionals,"Marketing, Sales",Male,1992,Graduate,Married,Uttar Pradesh,7,,"""660-669""",Organic,,
2618910,10463403,8436478,19/10/2020 00:00,675,paid,03/11/2020 00:00,750,15,1,750,06/11/2020,1,0,0,,,760,,,,20232,1,0,new,Work in the private sector,Professionals,"Marketing, Sales",Male,1985,Secondary,Single,Goa,26,50000,"""700-709""",Organic,0.188146,
2303616,9410726,8083572,14/08/2020 00:00,675,paid,31/08/2020 00:00,750,15,0,750,29/08/2020,0,0,0,0,0,760,,,,15200,1,0,new,Work in the private sector,Other,--,Male,1990,Graduate,Married,Uttar Pradesh,5,,,Organic,,594
2582173,10329716,8587266,12/10/2020 00:00,675,paid,27/10/2020 00:00,750,15,2,750,14/10/2020,0,0,0,,,760,,,,53000,1,0,new,Work in the private sector,Professionals,Other,Male,1976,Graduate,Married,Odisha,10,25000,"""790-799""",Organic,0.181674,650
2582081,10319347,9047433,12/10/2020 00:00,675,paid,27/10/2020 00:00,750,15,3,750,13/10/2020,0,0,0,,,760,,,,22000,1,0,new,Work in the private sector,Professionals,Other,Male,1993,Graduate,Single,Karnataka,2,5000,"""760-769""",Organic,0.28519,
2502873,10087448,8565002,28/09/2020 00:00,900,paid,13/10/2020 00:00,1000,15,2,1000,14/10/2020,1,0,0,0,,1010,-16,15,750,30000,1,1,returning,Work in the private sector,"Sales, Shop, Restaurant",Restaurant,Male,1986,Graduate,Married,Maharashtra,15,10000,"""730-739""",Organic,,
2313240,9461212,8148112,17/08/2020 00:00,675,paid,01/09/2020 00:00,750,15,2,750,26/08/2020,0,0,0,0,0,760,,,,22000,1,0,new,Work in the private sector,Agency/Contract workers,Corporate services,Male,1990,Graduate,Married,Punjab,7,,,Organic,,
2437145,9894709,8592704,14/09/2020 00:00,450,paid,29/09/2020 00:00,500,15,2,750,21/09/2020,0,0,0,0,0,500,,,,15000,1,0,new,Work in the private sector,Agency/Contract workers,"Information, Technology",Male,1995,Secondary,Single,Haryana,7,20000,"""740-749""",Organic,0.270206,
2397001,9763619,8453749,04/09/2020 00:00,675,paid,21/09/2020 00:00,750,15,1,750,21/09/2020,0,0,0,0,0,760,,,,30000,1,0,new,Work in the private sector,Professionals,Taxi Driver,Male,1989,Graduate,Married,Karnataka,30,,"""below 600""",Facebook,0.329209,
2465475,9992760,8702342,21/09/2020 00:00,675,paid,06/10/2020 00:00,750,15,2,750,06/10/2020,0,0,0,0,0,760,,,,15000,1,0,new,Work in the private sector,Other,--,Male,1986,Graduate,Married,Telangana,1,6000,"""below 600""",Organic,0.322968,
2313272,9467369,8063678,17/08/2020 00:00,675,paid,01/09/2020 00:00,750,15,2,750,31/08/2020,0,0,0,0,0,760,,,,27500,1,0,new,Work in the private sector,Professionals,Other,Male,1980,Graduate,Married,Gujarat,1,,,Organic,,
2409026,9796691,8064944,07/09/2020 00:00,900,paid,22/09/2020 00:00,1000,15,1,1000,21/09/2020,0,0,0,0,0,1010,-1,15,750,20000,1,1,returning,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Male,1983,Secondary,Married,Andhra Pradesh,7,2000,"""660-669""",Organic,,
2290581,9410557,8099417,11/08/2020 00:00,675,paid,26/08/2020 00:00,750,15,0,750,30/09/2020,1,1,1,1,1,760,,,,48400,1,0,new,Work in the private sector,"Sales, Shop, Restaurant",Other,Male,1985,Post-?graduate,Married,Rajasthan,7,,,Facebook,,
2649483,10579008,9330784,26/10/2020 00:00,90,paid,10/11/2020 00:00,100,15,1,750,26/10/2020,0,,,,,100,,,,18000,1,0,new,Work in the private sector,Other,--,Male,1998,Secondary,Married,Gujarat,10,10000,"""710-719""",Organic,0.362428,
2502949,10101135,8490280,28/09/2020 00:00,900,paid,28/10/2020 00:00,1000,30,1,1000,29/09/2020,0,0,0,,,1020,-11,15,750,20000,1,1,returning,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1998,Graduate,Single,Rajasthan,0,50000,"""700-709""",Organic,,633
2522735,10164334,8852728,01/10/2020 00:00,675,paid,16/10/2020 00:00,750,15,1,750,01/10/2020,0,0,0,0,,760,,,,32000,1,0,new,Work in the private sector,Professionals,Corporate services,Male,1992,Secondary,Single,Karnataka,31,6000,"""610-619""",Organic,0.305231,
2414821,9825278,8207990,08/09/2020 00:00,900,paid,08/10/2020 00:00,1000,30,0,1000,04/10/2020,0,0,0,0,0,1020,-23,30,1000,45000,1,2,returning,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1966,Graduate,Married,Uttar Pradesh,0,10000,"""670-679""",Organic,,
2285942,9371067,8063744,10/08/2020 00:00,675,paid,25/08/2020 00:00,750,15,3,750,23/08/2020,0,0,0,0,0,760,,,,12000,1,0,new,Work in the private sector,Other,--,Male,1994,Secondary,Married,Uttar Pradesh,7,,,Organic,,
2410623,9780359,8242911,07/09/2020 00:00,900,paid,22/09/2020 00:00,1000,15,3,1000,30/09/2020,1,1,1,0,0,1010,-13,15,750,15000,1,1,returning,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Male,1990,Graduate,Single,west bengal,30,5000,"""740-749""",Organic,,
2285975,9378411,8071451,10/08/2020 00:00,675,paid,25/08/2020 00:00,750,15,2,750,16/08/2020,0,0,0,0,0,760,,,,35000,1,0,new,Self-employed,Professionals,"Information, Technology",Male,1982,Graduate,Married,Maharashtra,0,,,Organic,,
2437150,9895036,8593112,14/09/2020 00:00,675,paid,29/09/2020 00:00,750,15,2,750,15/09/2020,0,0,0,0,0,760,,,,31570,1,0,new,Work in the private sector,"Sales, Shop, Restaurant",Other,Male,1985,Graduate,Married,West Bengal,10,12000,"""690-699""",Organic,0.235176,
2522847,10168830,8913473,01/10/2020 00:00,675,paid,16/10/2020 00:00,750,15,1,750,05/10/2020,0,0,0,0,,760,,,,35000,1,0,new,Self-employed,Professionals,Teaching,Male,1990,Graduate,Single,Jharkhand,0,50000,"""750-759""",Organic,0.259766,
2522734,10168891,8716239,01/10/2020 00:00,900,paid,16/10/2020 00:00,1000,15,1,1000,16/10/2020,0,0,0,0,,1010,-12,15,750,50000,1,1,returning,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1996,Graduate,Single,Delhi,0,150000,"""690-699""",Organic,,
2410660,9784875,8058520,07/09/2020 00:00,900,paid,07/10/2020 00:00,1000,30,2,1000,07/10/2020,0,0,0,0,0,1020,-16,30,1000,25000,2,3,returning,Work in the private sector,Professionals,"Banking, Insurance",Male,1995,Graduate,Single,West Bengal,3,,"""630-639""",Organic,,595
2298642,9433404,8120898,13/08/2020 00:00,675,paid,28/08/2020 00:00,750,15,1,750,19/08/2020,0,0,0,0,0,760,,,,20000,1,0,new,Work in the private sector,Agency/Contract workers,"Marketing, Sales",Male,1991,Graduate,Single,Uttar Pradesh,7,,,Organic,,642
2386495,9625559,8228176,02/09/2020 00:00,675,paid,17/09/2020 00:00,750,15,7,750,15/09/2020,0,0,0,0,0,760,,,,20000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1991,Graduate,Married,Uttar Pradesh,0,,,Organic,,
2422317,9850595,8542859,10/09/2020 00:00,675,paid,25/09/2020 00:00,750,15,1,750,18/09/2020,0,0,0,0,0,760,,,,20000,1,0,new,Work in the private sector,Agency/Contract workers,Security,Male,1994,Primary,Single,Karnataka,26,5000,"""NTC""",Organic,0.418566,
2502951,10101128,8580020,28/09/2020 00:00,675,paid,13/10/2020 00:00,750,15,1,750,12/10/2020,0,0,0,0,,760,,,,25000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1997,Graduate,Single,Uttar Pradesh,0,10000,"""740-749""",Facebook,0.221945,
2465447,9979510,8410414,21/09/2020 00:00,675,paid,06/10/2020 00:00,750,15,3,750,05/10/2020,0,0,0,0,0,760,,,,22000,1,0,new,Self-employed,Agency/Contract workers,"Science, Engineering",Male,1991,Graduate,Single,ODISHA,0,10000,"""620-629""",Facebook,0.399208,
2410648,9784921,8243234,07/09/2020 00:00,900,paid,22/09/2020 00:00,1000,15,2,1000,08/09/2020,0,0,0,0,0,1010,-13,15,750,19000,1,2,returning,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Male,1996,Graduate,Married,Bihar,5,50000,"""690-699""",Organic,,
2450642,9950003,8622637,17/09/2020 00:00,900,paid,19/10/2020 00:00,1000,30,1,1000,30/09/2020,0,0,0,0,,1020,-13,15,750,22000,2,1,returning,Work in the private sector,Professionals,Plant Operator,Male,1997,Secondary,Single,Tamil Nadu,5,20000,"""NTC""",Organic,,
2465553,10006093,8420575,21/09/2020 00:00,675,paid,06/10/2020 00:00,750,15,1,750,03/10/2020,0,0,0,0,0,760,,,,18800,1,0,new,Work in the private sector,Professionals,Corporate services,Male,1989,Secondary,Married,Maharashtra,5,,"""630-639""",Facebook,0.38852,
2317719,9493303,8180302,18/08/2020 00:00,675,paid,02/09/2020 00:00,750,15,1,750,25/08/2020,0,0,0,0,0,760,,,,34000,1,0,new,Work in the private sector,Other,--,Male,1982,Secondary,Single,Gujarat,25,,,Facebook,,570
2522730,10168758,8913406,01/10/2020 00:00,675,paid,16/10/2020 00:00,750,15,1,750,06/10/2020,0,0,0,0,,760,,,,38200,1,0,new,Work in the private sector,Other,--,Male,1987,Post-?graduate,Married,Maharashtra,3,40000,"""680-689""",Organic,0.162661,
2437201,9905088,8605580,14/09/2020 00:00,675,paid,29/09/2020 00:00,750,15,1,750,14/09/2020,0,0,0,0,0,760,,,,30000,1,0,new,Self-employed,Other,--,Female,1992,Secondary,Married,Madhya Pradesh,0,5000,"""below 600""",Facebook,0.363807,
2380599,9715481,8112532,01/09/2020 00:00,900,paid,16/09/2020 00:00,1000,15,0,1000,12/09/2020,0,0,0,0,0,1010,-9,15,750,24000,1,1,returning,Work in the private sector,Other,--,Male,1988,Graduate,Married,Gujarat,1,,,Organic,,
2618884,10463196,9200909,19/10/2020 00:00,675,paid,03/11/2020 00:00,750,15,1,750,23/10/2020,0,0,0,,,760,,,,55000,1,0,new,Self-employed,Other,--,Male,1981,Post-?graduate,Married,Maharashtra,0,25000,"""710-719""",Organic,0.209602,
2302763,9443670,8123545,14/08/2020 00:00,900,paid,31/08/2020 00:00,1000,15,1,1000,16/08/2020,0,0,0,0,0,1010,-15,15,750,25000,1,1,returning,Civil/Public servant,Agency/Contract workers,Other,Male,1991,Post-?graduate,Single,Karnataka,31,,,Organic,,
2380886,9714963,8136172,01/09/2020 00:00,900,paid,16/09/2020 00:00,1000,15,0,1000,16/09/2020,0,0,0,0,0,1010,-7,15,1000,32500,1,2,returning,Work in the private sector,Agency/Contract workers,"Information, Technology",Male,1989,Graduate,Married,Andhra Pradesh,6,,,Organic,,
2502861,10087184,8546593,28/09/2020 00:00,900,paid,28/10/2020 00:00,1000,30,2,1000,28/10/2020,0,0,0,,,1020,1,15,750,20000,1,1,returning,Self-employed,Professionals,"Banking, Insurance",Male,1998,Post-?graduate,Single,Andhra Pradesh,0,10000,"""670-679""",Organic,,
2582060,10290322,9018791,12/10/2020 00:00,675,paid,27/10/2020 00:00,750,15,3,750,23/10/2020,0,0,0,,,760,,,,26000,1,0,new,Work in the private sector,Professionals,Teaching,Male,1996,Graduate,Single,Odisha,5,10000,"""720-729""",Organic,0.184103,
2665949,10637979,9390669,29/10/2020 00:00,675,paid,13/11/2020 00:00,750,15,1,750,08/11/2020,,,,,,760,,,,9500,1,0,new,Work in the private sector,Agency/Contract workers,"Marketing, Sales",Male,1999,Secondary,Single,Uttar Pradesh,6,10000,"""710-719""",Organic,0.428703,
2275568,9367902,8063419,07/08/2020 00:00,675,paid,24/08/2020 00:00,750,15,0,750,17/08/2020,0,0,0,0,0,760,,,,26580,1,0,new,Self-employed,Agency/Contract workers,"Press, Communication",Male,1994,Graduate,Single,Tamil Nadu,0,,,Organic,,
2413843,9794252,8217034,08/09/2020 00:00,675,paid,23/09/2020 00:00,750,15,3,750,21/10/2020,1,1,1,1,0,760,,,,58000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1984,Graduate,Married,Maharashtra,0,5000,"""720-729""",Organic,0.189654,605
2313256,9461562,8133367,17/08/2020 00:00,900,paid,16/09/2020 00:00,1000,30,2,1000,16/09/2020,0,0,0,0,0,1020,-16,15,750,15000,1,1,returning,Work in the private sector,Other,--,Male,1985,Graduate,Single,Rajasthan,1,,,Facebook,,
2327517,9526230,8088561,20/08/2020 00:00,900,paid,04/09/2020 00:00,1000,15,0,1000,04/09/2020,0,0,0,0,0,1010,-5,15,750,25000,1,1,returning,Self-employed,Professionals,"Banking, Insurance",Male,1992,Primary,Married,Bihar,0,,,Organic,,
2393960,9754088,8088446,03/09/2020 00:00,900,paid,05/10/2020 00:00,1000,30,0,1000,29/09/2020,0,0,0,0,0,1020,-15,30,1000,21451,1,3,returning,Work in the private sector,Other,--,Male,1995,Graduate,Single,Jharkhand,5,,"""640-649""",Organic,,
2605081,10249542,8514615,16/10/2020 00:00,675,paid,02/11/2020 00:00,750,15,1,750,22/10/2020,0,0,0,,,760,,,,18500,2,0,new,Civil/Public servant,"Army, Police, Defence",Other,Female,1989,Post-?graduate,Married,Gujarat,25,1500,,Organic,,
2391970,9746537,8436604,03/09/2020 00:00,450,paid,18/09/2020 00:00,500,15,1,750,05/09/2020,0,0,0,0,0,500,,,,15500,1,0,new,Work in the private sector,Professionals,"Information, Technology",Male,1993,Graduate,Single,Andhra Pradesh,10,,"""750-759""",Organic,,
2313371,9482943,8170631,17/08/2020 00:00,675,paid,01/09/2020 00:00,750,15,0,750,18/08/2020,0,0,0,0,0,760,,,,25000,1,0,new,Self-employed,Other,--,Male,1984,Graduate,Single,Uttar Pradesh,0,,,Organic,,628
2437127,9882169,8087309,14/09/2020 00:00,675,paid,29/09/2020 00:00,750,15,3,750,02/10/2020,1,0,0,0,0,760,,,,15000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Female,1978,Primary,Married,West Bengal,0,2000,"""710-719""",Organic,0.359891,
2422356,9853920,8440553,10/09/2020 00:00,675,paid,25/09/2020 00:00,750,15,0,750,23/09/2020,0,0,0,0,0,760,,,,39973,1,0,new,Self-employed,"Sales, Shop, Restaurant",Restaurant,Male,1992,Graduate,Single,Madhya Pradesh,0,,"""670-679""",Organic,0.269994,504
2418232,9836545,8222491,09/09/2020 00:00,675,paid,24/09/2020 00:00,750,15,1,750,14/09/2020,0,0,0,0,0,760,,,,20000,1,0,new,Self-employed,Other,--,Female,1986,Secondary,Married,Telangana,0,,"""700-709""",Organic,0.326329,
2299588,9435910,8123351,13/08/2020 00:00,675,paid,28/08/2020 00:00,750,15,0,750,17/08/2020,0,0,0,0,0,760,,,,20000,1,0,new,Civil/Public servant,Other,--,Female,1981,Graduate,Married,delhi,10,,,Organic,,567
2555722,10263505,8641391,07/10/2020 00:00,900,paid,22/10/2020 00:00,1000,15,1,1000,02/11/2020,1,1,1,0,,1010,-15,15,750,20000,1,1,returning,Work in the private sector,Professionals,"Information, Technology",Male,1979,Graduate,Single,Karnataka,31,8000,,Organic,,
2409045,9802675,8054623,07/09/2020 00:00,900,paid,22/09/2020 00:00,1000,15,1,1000,22/09/2020,0,0,0,0,0,1010,-1,15,750,15000,1,1,returning,Civil/Public servant,"Sales, Shop, Restaurant","Street, Market Sales",Male,1999,Graduate,Single,West Bengal,10,1000,"""650-659""",Organic,,
2302761,9441357,8059555,14/08/2020 00:00,900,paid,14/09/2020 00:00,1000,30,1,1000,13/09/2020,0,0,0,0,0,1020,-11,15,750,24000,1,1,returning,Work in the private sector,Professionals,"Marketing, Sales",Male,1997,Graduate,Single,Delhi,28,,,Organic,,
2629441,9840090,8407934,21/10/2020 00:00,675,paid,05/11/2020 00:00,750,15,1,750,10/11/2020,1,1,,,,760,,,,33500,1,0,new,Work in the private sector,Professionals,"Science, Engineering",Male,1992,Graduate,Married,Tamil Nadu,3,10000,,Organic,0.26595,
2381809,9716220,8207608,01/09/2020 00:00,900,paid,01/10/2020 00:00,1000,30,0,1000,01/10/2020,0,0,0,0,0,1020,-10,15,750,28000,1,1,returning,Work in the private sector,Agency/Contract workers,"Marketing, Sales",Male,1996,Secondary,Single,Gujarat,5,,,Organic,,
2298660,9435981,8123418,13/08/2020 00:00,675,paid,28/08/2020 00:00,750,15,0,750,17/08/2020,0,0,0,0,0,760,,,,20000,1,0,new,Work in the private sector,Other,--,Male,1995,Secondary,Single,Telangana,5,,,Organic,,
2565328,10257227,8657931,07/10/2020 00:00,900,paid,22/10/2020 00:00,1000,15,1,1000,03/11/2020,1,1,1,0,,1010,-1,15,750,40000,1,2,returning,Work in the private sector,Agency/Contract workers,Corporate services,Male,1980,Post-?graduate,Married,Madhya Pradesh,10,20000,"""740-749""",Organic,,679
2605070,10420008,9132917,16/10/2020 00:00,675,paid,02/11/2020 00:00,750,15,1,750,28/10/2020,0,0,0,,,760,,,,18000,1,0,new,Work in the private sector,Other,--,Male,1990,Graduate,Single,Andhra Pradesh,3,10000,"""740-749""",Organic,,
2441673,9920030,8517792,15/09/2020 00:00,675,paid,30/09/2020 00:00,750,15,1,750,24/09/2020,0,0,0,0,0,760,,,,18000,1,0,new,Work in the private sector,Other,--,Male,1997,Primary,Single,Maharashtra,10,10000,"""740-749""",Organic,0.305697,
2637780,9824703,8413122,23/10/2020 00:00,675,paid,09/11/2020 00:00,750,15,1,750,09/11/2020,0,,,,,760,,,,32000,1,0,new,Self-employed,Agency/Contract workers,"Science, Engineering",Male,1994,Primary,Single,Gujarat,0,25000,,Facebook,0.261959,611
2465528,10005073,8407068,21/09/2020 00:00,900,paid,06/10/2020 00:00,1000,15,1,1000,05/10/2020,0,0,0,0,0,1010,-10,15,750,30000,1,1,returning,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1999,Secondary,Single,West Bengal,0,5000,"""730-739""",Organic,,
2489225,10054466,8661677,25/09/2020 00:00,450,paid,12/10/2020 00:00,500,15,1,750,11/10/2020,0,0,0,0,,500,,,,200000,1,0,new,Self-employed,Agency/Contract workers,"Marketing, Sales",Male,1996,Post-?graduate,Single,Kerala,0,100000,"""670-679""",Organic,0.324007,
2465574,9979202,8190061,21/09/2020 00:00,900,paid,21/10/2020 00:00,1000,30,3,1000,20/10/2020,0,0,0,0,,1020,1,15,1000,26000,1,2,returning,Self-employed,Professionals,"Banking, Insurance",Male,1985,Post-?graduate,Married,Telangana,0,,"""700-709""",Organic,,
2482456,10051073,8484012,24/09/2020 00:00,900,paid,26/10/2020 00:00,1000,30,1,1000,05/10/2020,0,0,0,0,,1020,-14,15,750,125000,1,1,returning,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1991,Graduate,Single,Andhra Pradesh,0,15000,"""690-699""",Facebook,,
2562034,10282406,8696110,08/10/2020 00:00,675,paid,23/10/2020 00:00,750,15,1,750,24/10/2020,1,0,0,0,,760,,,,45000,1,0,new,Self-employed,"Sales, Shop, Restaurant","Street, Market Sales",Male,1989,Post-?graduate,Single,West Bengal,0,10000,"""770-779""",Organic,0.266394,
2355029,9629751,8099353,27/08/2020 00:00,675,paid,11/09/2020 00:00,750,15,0,750,02/09/2020,0,0,0,0,0,760,,,,17000,1,0,new,Work in the private sector,Other,--,Male,1978,Graduate,Married,Maharashtra,10,,,Facebook,,
2557004,10234588,8949707,07/10/2020 00:00,675,paid,22/10/2020 00:00,750,15,2,750,22/10/2020,0,0,0,0,,760,,,,17000,1,0,new,Civil/Public servant,Other,--,Male,1999,Secondary,Single,Karnataka,10,50000,"""720-729""",Organic,,
2321755,9509285,8080269,19/08/2020 00:00,900,paid,18/09/2020 00:00,1000,30,0,1000,24/08/2020,0,0,0,0,0,1020,-6,15,750,18000,1,1,returning,Self-employed,Agency/Contract workers,Hotel service,Male,1998,Secondary,Married,West Bengal,0,,,Organic,,
2206924,9175861,7762992,22/07/2020 00:00,95,paid,06/08/2020 00:00,100,15,0,500,25/07/2020,0,0,0,0,0,100,,,,75000,1,0,new,Self-employed,Professionals,Corporate services,Male,1951,Graduate,Married,Gujarat,0,,,Organic,,
2426600,9866514,8560865,11/09/2020 00:00,675,paid,28/09/2020 00:00,750,15,1,750,01/10/2020,1,0,0,0,0,760,,,,30000,1,0,new,Civil/Public servant,Other,--,Male,1983,Graduate,Married,Maharashtra,10,50000,"""730-739""",Facebook,0.262223,682
2702238,10738636,8197846,06/11/2020 00:00,675,paid,23/11/2020 00:00,750,15,1,750,07/11/2020,,,,,,760,,,,35000,1,0,new,Work in the private sector,Other,--,Male,1992,Graduate,Married,Telangana,5,15000,"""720-729""",Organic,0.26259,
2514921,10147456,8893283,30/09/2020 00:00,675,paid,15/10/2020 00:00,750,15,1,750,07/10/2020,0,0,0,0,,760,,,,18000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Female,1999,Graduate,Married,Tamil Nadu,0,5000,"""750-759""",Organic,0.285504,
2488518,10067767,8672029,25/09/2020 00:00,900,paid,26/10/2020 00:00,1000,30,1,1000,26/09/2020,0,0,0,0,,1020,-10,15,750,9760,1,1,returning,Work in the private sector,Religious Organization,Other,Male,1989,Graduate,Single,Chhattisgarh,5,50000,"""710-719""",Facebook,,
2582288,10323085,8576152,12/10/2020 00:00,900,paid,27/10/2020 00:00,1000,15,2,1000,27/10/2020,0,0,0,,,1010,3,15,750,28000,1,1,returning,Self-employed,Other,--,Male,1990,Graduate,Married,Andhra Pradesh,0,5000,"""700-709""",Email,,
2410592,9779579,8364649,07/09/2020 00:00,675,paid,22/09/2020 00:00,750,15,3,750,22/09/2020,0,0,0,0,0,760,,,,35000,1,0,new,Work in the private sector,Professionals,Corporate services,Female,1988,Post-?graduate,Married,Maharashtra,4,,"""710-719""",Organic,0.216014,577
2321710,9506145,8192914,19/08/2020 00:00,675,paid,03/09/2020 00:00,750,15,1,750,20/08/2020,0,0,0,0,0,760,,,,35000,1,0,new,Self-employed,Professionals,Teaching,Male,1977,Graduate,Divorced,West Bengal,0,,,Organic,,
2562051,10249827,8202763,08/10/2020 00:00,675,paid,23/10/2020 00:00,750,15,1,750,23/10/2020,0,0,0,0,,760,,,,35000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1982,Secondary,Married,Maharashtra,0,5000,,Organic,,
